,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Year,Month,Trades*Price,Day_Perc_Change,Trend
47,FORTIS,EQ,2017-07-19,150.4,153.15,155.6,150.3,        150.60,150.7,152.87,11692514,1787408352.35,84466,6675308,57.09,2017,7,12729026.2,0.0019946808510638014,Slight or No change
48,FORTIS,EQ,2017-07-20,150.7,151.5,158.85,151.45,        158.50,157.0,154.86,8576575,1328161159.8,44324,4564726,53.22,2017,7,6958868.0,0.041804910418049124,Slight or No change
49,FORTIS,EQ,2017-07-21,157.0,159.0,164.5,158.0,        164.50,163.55,161.13,12421238,2001397337.25,72827,5587465,44.98,2017,7,11910855.850000001,0.041719745222930094,Slight or No change
50,FORTIS,EQ,2017-07-24,163.55,166.0,169.7,162.9,        167.30,167.05,166.83,9578224,1597930897.15,56670,4018252,41.95,2017,7,9466723.5,0.021400183430143604,Slight or No change
51,FORTIS,EQ,2017-07-25,167.05,167.85,170.35,165.2,        167.80,168.65,168.29,6592943,1109536432.3,26698,3460595,52.49,2017,7,4502617.7,0.009577970667464797,Slight or No change
52,FORTIS,EQ,2017-07-26,168.65,169.8,169.8,165.6,        166.15,166.25,167.56,3793744,635692466.85,24266,1603411,42.26,2017,7,4034222.5,-0.014230655203083309,Slight or No change
53,FORTIS,EQ,2017-07-27,166.25,166.55,168.8,162.85,        163.90,163.65,165.15,7916508,1307417225.95,27573,3725845,47.06,2017,7,4512321.45,-0.015639097744360897,Slight or No change
54,FORTIS,EQ,2017-07-28,163.65,163.0,164.9,157.7,        159.05,159.1,161.1,6178056,995270684.35,27648,3423744,55.42,2017,7,4398796.8,-0.027803238619004023,Slight or No change
55,FORTIS,EQ,2017-07-31,159.1,159.2,159.8,155.0,        155.50,155.55,156.59,3445199,539479412.15,20873,1755131,50.94,2017,7,3246795.1500000004,-0.022313010685103607,Slight or No change
56,FORTIS,EQ,2017-08-01,155.55,156.4,157.7,154.75,        154.90,155.45,155.99,6563699,1023880658.25,19736,4196545,63.94,2017,8,3067961.1999999997,-0.0006428801028609543,Slight or No change
57,FORTIS,EQ,2017-08-02,155.45,156.6,157.4,151.5,        153.80,153.3,153.61,4836024,742862044.4,15605,2676671,55.35,2017,8,2392246.5,-0.013830813766484207,Slight or No change
58,FORTIS,EQ,2017-08-03,153.3,153.95,164.4,153.0,        163.35,163.3,160.39,22100914,3544813381.7,94201,8392606,37.97,2017,8,15383023.3,0.06523157208088715,Slight or No change
59,FORTIS,EQ,2017-08-04,163.3,163.45,167.3,161.9,        165.00,166.35,165.33,10217390,1689215845.15,42378,4240309,41.5,2017,8,7049580.3,0.01867728107777089,Slight or No change
60,FORTIS,EQ,2017-08-07,166.35,167.0,168.9,160.7,        164.25,164.15,165.22,8518218,1407412420.3,44314,2771473,32.54,2017,8,7274143.100000001,-0.013225127742711118,Slight or No change
61,FORTIS,EQ,2017-08-08,164.15,164.75,166.45,158.5,        160.00,159.8,161.86,3504956,567310787.2,19252,1243294,35.47,2017,8,3076469.6,-0.0265001522997258,Slight or No change
62,FORTIS,EQ,2017-08-09,159.8,160.0,164.0,157.4,        158.30,158.6,160.98,2867206,461568571.85,19948,853749,29.78,2017,8,3163752.8,-0.007509386733416834,Slight or No change
63,FORTIS,EQ,2017-08-10,158.6,157.0,162.0,147.6,        154.15,151.85,154.25,7245672,1117673061.6,32737,2258979,31.18,2017,8,4971113.45,-0.0425598991172762,Slight or No change
64,FORTIS,EQ,2017-08-11,151.85,150.05,158.65,148.0,        152.10,151.95,152.29,10893156,1658940241.15,50289,5129545,47.09,2017,8,7641413.55,0.0006585446163978048,Slight or No change
65,FORTIS,EQ,2017-08-14,151.95,153.0,153.95,149.35,        150.15,150.0,151.44,4650019,704206210.5,38797,2245808,48.3,2017,8,5819550.0,-0.012833168805528095,Slight or No change
66,FORTIS,EQ,2017-08-16,150.0,151.15,152.7,149.1,        151.10,151.05,151.21,1717493,259705005.55,15210,708722,41.26,2017,8,2297470.5,0.007000000000000117,Slight or No change
67,FORTIS,EQ,2017-08-17,151.05,151.0,152.85,148.6,        150.60,151.45,151.14,3669508,554622703.1,23955,1598886,43.57,2017,8,3627984.7499999995,0.002648129758358042,Slight or No change
68,FORTIS,EQ,2017-08-18,151.45,150.0,150.85,143.0,        145.70,145.15,146.59,4571826,670175650.4,25416,1957848,42.82,2017,8,3689132.4000000004,-0.04159788709144918,Slight or No change
69,FORTIS,EQ,2017-08-21,145.15,145.95,148.5,143.1,        143.35,143.7,146.25,3042225,444913489.05,23120,1068347,35.12,2017,8,3322343.9999999995,-0.00998966586290051,Slight or No change
70,FORTIS,EQ,2017-08-22,143.7,144.1,145.6,125.55,        144.40,141.55,136.14,47735739,6498667016.95,200316,14920883,31.26,2017,8,28354729.8,-0.01496172581767552,Slight or No change
71,FORTIS,EQ,2017-08-23,141.55,149.7,154.3,146.6,        152.15,152.6,150.8,31289450,4718424479.5,143698,7807581,24.95,2017,8,21928314.8,0.07806428823737188,Slight or No change
72,FORTIS,EQ,2017-08-24,152.6,153.9,155.4,150.65,        151.80,151.75,152.78,8690298,1327696218.4,49499,2680352,30.84,2017,8,7511473.25,-0.005570117955439047,Slight or No change
73,FORTIS,EQ,2017-08-28,151.75,152.75,154.85,148.05,        148.15,148.9,151.59,5407774,819766269.0,31656,2294066,42.42,2017,8,4713578.4,-0.01878088962108726,Slight or No change
74,FORTIS,EQ,2017-08-29,148.9,146.25,148.65,143.4,        144.25,143.9,145.47,7673004,1116208130.4,41843,2900216,37.8,2017,8,6021207.7,-0.033579583613163155,Slight or No change
