,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Year,Month,Trades*Price,Day_Perc_Change,Trend
75,FORTIS,EQ,2017-08-30,143.9,145.75,154.9,145.5,        154.10,154.4,151.72,10455461,1586290441.9,62404,3581900,34.26,2017,8,9635177.6,0.0729673384294649,Slight or No change
76,FORTIS,EQ,2017-08-31,154.4,154.5,156.95,145.3,        146.00,146.05,148.71,18869121,2806025381.2,94591,4264600,22.6,2017,8,13815015.55,-0.054080310880828986,Slight or No change
77,FORTIS,EQ,2017-09-01,146.05,147.1,150.0,146.1,        149.05,149.1,148.8,5492056,817213478.45,37949,1888881,34.39,2017,9,5658195.899999999,0.02088325915782252,Slight or No change
78,FORTIS,EQ,2017-09-04,149.1,149.5,151.15,145.5,        147.40,147.85,148.02,3698669,547489028.9,24164,834437,22.56,2017,9,3572647.4,-0.008383635144198487,Slight or No change
79,FORTIS,EQ,2017-09-05,147.85,147.75,152.8,147.55,        152.30,152.2,150.92,5880542,887513143.05,41758,1703792,28.97,2017,9,6355567.6,0.029421711193777345,Slight or No change
80,FORTIS,EQ,2017-09-06,152.2,150.7,154.5,149.7,        151.40,152.2,152.1,3931996,598071471.25,26938,697950,17.75,2017,9,4099963.5999999996,0.0,Slight or No change
81,FORTIS,EQ,2017-09-07,152.2,156.0,156.7,152.6,        153.40,153.4,154.78,5898229,912937601.95,34178,1892439,32.08,2017,9,5242905.2,0.007884362680683488,Slight or No change
82,FORTIS,EQ,2017-09-08,153.4,153.5,156.6,151.9,        154.00,154.2,154.39,4912635,758469437.65,26896,1431062,29.13,2017,9,4147363.1999999997,0.005215123859191539,Slight or No change
83,FORTIS,EQ,2017-09-11,154.2,154.8,156.1,153.1,        154.45,154.0,154.71,3151422,487545147.75,17132,1109697,35.21,2017,9,2638328.0,-0.0012970168612190802,Slight or No change
84,FORTIS,EQ,2017-09-12,154.0,154.5,155.15,152.65,        153.05,153.25,154.01,1902056,292939291.95,9955,775867,40.79,2017,9,1525603.75,-0.004870129870129913,Slight or No change
85,FORTIS,EQ,2017-09-13,153.25,154.95,154.95,149.75,        151.85,150.85,152.71,2518268,384576644.35,12259,926625,36.8,2017,9,1849270.15,-0.01566068515497554,Slight or No change
86,FORTIS,EQ,2017-09-14,150.85,151.1,153.7,151.05,        151.70,151.7,152.36,1647301,250990772.35,10647,341316,20.72,2017,9,1615149.9,0.005634736493205228,Slight or No change
87,FORTIS,EQ,2017-09-15,151.7,151.5,152.2,148.4,        149.45,149.95,150.16,3782862,568052083.45,26396,2579003,68.18,2017,9,3958080.1999999997,-0.011535926170072486,Slight or No change
88,FORTIS,EQ,2017-09-18,149.95,150.1,151.9,149.5,        150.90,150.85,150.59,2189661,329740764.9,13845,1008108,46.04,2017,9,2088518.25,0.006002000666889051,Slight or No change
89,FORTIS,EQ,2017-09-19,150.85,150.15,158.4,150.15,        153.70,153.55,155.28,6933289,1076578167.15,38474,2457895,35.45,2017,9,5907682.7,0.017898574743122397,Slight or No change
90,FORTIS,EQ,2017-09-20,153.55,154.3,155.85,151.8,        153.75,153.55,153.96,2082872,320675210.7,13819,408968,19.63,2017,9,2121907.45,0.0,Slight or No change
91,FORTIS,EQ,2017-09-21,153.55,154.25,154.6,149.45,        152.00,152.05,151.53,2160735,327406736.5,11137,640852,29.66,2017,9,1693380.85,-0.00976880494952781,Slight or No change
92,FORTIS,EQ,2017-09-22,152.05,151.95,153.9,149.05,        150.75,150.05,151.83,2894670,439502494.4,15927,676335,23.36,2017,9,2389846.35,-0.013153567905294317,Slight or No change
93,FORTIS,EQ,2017-09-25,150.05,150.0,150.6,145.5,        147.30,146.75,147.55,2519332,371726127.8,13204,841385,33.4,2017,9,1937687.0,-0.021992669110296625,Slight or No change
94,FORTIS,EQ,2017-09-26,146.75,146.8,149.2,145.8,        147.50,147.35,147.47,1718594,253439826.0,13791,584256,34.0,2017,9,2032103.8499999999,0.00408858603066431,Slight or No change
95,FORTIS,EQ,2017-09-27,147.35,148.4,149.3,143.5,        144.50,144.9,146.61,1947854,285565438.8,15491,759809,39.01,2017,9,2244645.9,-0.016627078384798044,Slight or No change
96,FORTIS,EQ,2017-09-28,144.9,145.45,148.6,143.35,        147.90,145.5,145.2,3280177,476274101.45,14540,1419664,43.28,2017,9,2115570.0,0.0041407867494822614,Slight or No change
97,FORTIS,EQ,2017-09-29,145.5,146.6,148.85,143.15,        143.80,144.0,145.94,1628660,237681076.5,11468,491656,30.19,2017,9,1651392.0,-0.010309278350515427,Slight or No change
98,FORTIS,EQ,2017-10-03,144.0,145.05,146.8,143.95,        145.35,145.6,145.55,2138950,311329687.85,17979,1131687,52.91,2017,10,2617742.4,0.011111111111111072,Slight or No change
99,FORTIS,EQ,2017-10-04,145.6,145.8,146.95,143.2,        146.95,146.15,145.15,1649369,239407679.5,16640,671150,40.69,2017,10,2431936.0,0.003777472527472625,Slight or No change
100,FORTIS,EQ,2017-10-05,146.15,146.95,150.95,146.2,        150.40,150.0,148.74,4471075,665038033.4,27252,1225770,27.42,2017,10,4087800.0,0.026342798494697117,Slight or No change
101,FORTIS,EQ,2017-10-06,150.0,150.5,157.5,149.0,        156.85,156.85,154.35,4656306,718692785.25,40666,1421650,30.53,2017,10,6378462.1,0.04566666666666652,Slight or No change
102,FORTIS,EQ,2017-10-09,156.85,156.0,160.0,149.4,        150.45,152.3,155.15,6185680,959705205.75,24457,2456455,39.71,2017,10,3724801.1,-0.029008606949314508,Slight or No change
103,FORTIS,EQ,2017-10-10,152.3,150.0,154.3,148.5,        153.20,153.15,152.19,7525748,1145328383.4,32965,4451940,59.16,2017,10,5048589.75,0.005581089954038054,Slight or No change
104,FORTIS,EQ,2017-10-11,153.15,153.85,154.15,148.75,        149.55,149.55,152.06,3890451,591601276.05,16704,1774628,45.61,2017,10,2498083.2,-0.02350636630754155,Slight or No change
105,FORTIS,EQ,2017-10-12,149.55,150.05,152.85,147.65,        149.80,149.95,150.0,3827613,574128317.7,17183,918230,23.99,2017,10,2576590.8499999996,0.0026746907388832675,Slight or No change
106,FORTIS,EQ,2017-10-13,149.95,150.0,152.85,149.1,        151.25,151.8,151.45,2802436,424428783.2,11804,1437449,51.29,2017,10,1791847.2000000002,0.012337445815271852,Slight or No change
107,FORTIS,EQ,2017-10-16,151.8,153.25,153.9,150.25,        150.80,150.85,151.66,962027,145904464.7,6899,270124,28.08,2017,10,1040714.1499999999,-0.006258234519104233,Slight or No change
108,FORTIS,EQ,2017-10-17,150.85,151.2,151.95,149.15,        149.50,149.55,150.42,1068298,160694290.8,7392,482666,45.18,2017,10,1105473.6,-0.00861783228372548,Slight or No change
109,FORTIS,EQ,2017-10-18,149.55,149.8,150.45,147.0,        147.30,147.45,148.3,1917224,284317751.05,11863,1172712,61.17,2017,10,1749199.3499999999,-0.014042126379137598,Slight or No change
110,FORTIS,EQ,2017-10-19,147.45,148.9,148.9,145.05,        146.00,146.0,146.29,810123,118511362.0,4924,386154,47.67,2017,10,718904.0,-0.009833841980332214,Slight or No change
111,FORTIS,EQ,2017-10-23,146.0,146.05,148.0,144.7,        144.85,144.85,145.68,2333185,339891614.35,40293,1478785,63.38,2017,10,5836441.05,-0.007876712328767188,Slight or No change
112,FORTIS,EQ,2017-10-24,144.85,145.5,147.1,144.0,        145.90,146.15,145.75,2152300,313707136.75,26399,829932,38.56,2017,10,3858213.85,0.008974801518812692,Slight or No change
113,FORTIS,EQ,2017-10-25,146.15,146.9,147.65,144.75,        145.50,145.6,146.18,2594581,379275236.55,24722,1209611,46.62,2017,10,3599523.1999999997,-0.003763256927813985,Slight or No change
114,FORTIS,EQ,2017-10-26,145.6,145.6,147.45,145.0,        145.80,145.8,146.1,1999708,292153473.15,24783,915390,45.78,2017,10,3613361.4000000004,0.0013736263736265908,Slight or No change
115,FORTIS,EQ,2017-10-27,145.8,146.3,147.95,145.2,        145.65,146.0,146.65,2145906,314706628.35,40513,1095162,51.03,2017,10,5914898.0,0.00137174211248281,Slight or No change
116,FORTIS,EQ,2017-10-30,146.0,146.7,147.2,143.55,        144.00,144.0,145.09,2193231,318211331.75,40805,1216649,55.47,2017,10,5875920.0,-0.013698630136986356,Slight or No change
117,FORTIS,EQ,2017-10-31,144.0,144.85,145.25,143.2,        144.20,143.9,144.21,1570426,226470179.35,13687,858408,54.66,2017,10,1969559.3,-0.000694444444444442,Slight or No change
118,FORTIS,EQ,2017-11-01,143.9,144.9,146.0,142.8,        143.10,143.2,144.11,2061361,297054140.2,25654,1076872,52.24,2017,11,3673652.8,-0.004864489228631141,Slight or No change
119,FORTIS,EQ,2017-11-02,143.2,143.45,145.4,143.1,        143.30,143.4,144.05,2076851,299168265.3,29405,802739,38.65,2017,11,4216677.0,0.0013966480446927498,Slight or No change
120,FORTIS,EQ,2017-11-03,143.4,143.65,144.75,142.25,        142.60,142.7,143.08,1285918,183993154.75,12265,533041,41.45,2017,11,1750215.4999999998,-0.004881450488145145,Slight or No change
121,FORTIS,EQ,2017-11-06,142.7,142.75,145.35,142.4,        143.20,143.2,143.99,2330554,335582679.9,37315,1058588,45.42,2017,11,5343508.0,0.0035038542396637062,Slight or No change
122,FORTIS,EQ,2017-11-07,143.2,144.0,144.7,139.3,        140.20,140.2,141.61,1999357,283137889.55,19371,957484,47.89,2017,11,2715814.1999999997,-0.020949720670391025,Slight or No change
123,FORTIS,EQ,2017-11-08,140.2,140.45,142.2,137.4,        138.20,138.0,139.83,1970947,275594036.2,11313,868189,44.05,2017,11,1561194.0,-0.015691868758915706,Slight or No change
124,FORTIS,EQ,2017-11-09,138.0,138.9,139.7,136.0,        138.90,138.9,138.03,2632322,363333819.75,20218,981167,37.27,2017,11,2808280.2,0.006521739130434856,Slight or No change
125,FORTIS,EQ,2017-11-10,138.9,138.4,138.6,134.1,        134.15,134.45,136.3,2678018,365013445.5,16397,1476874,55.15,2017,11,2204576.65,-0.03203743700503969,Slight or No change
126,FORTIS,EQ,2017-11-13,134.45,134.7,136.45,131.75,        132.15,132.2,133.71,3671471,490924408.45,42624,1852065,50.44,2017,11,5634892.8,-0.01673484566753436,Slight or No change
127,FORTIS,EQ,2017-11-14,132.2,132.7,134.2,130.05,        130.10,130.45,131.57,3161975,416021388.45,48013,1762453,55.74,2017,11,6263295.85,-0.01323751891074132,Slight or No change
128,FORTIS,EQ,2017-11-15,130.45,137.0,145.5,133.3,        139.85,140.45,140.75,18295768,2575134765.85,103359,4480082,24.49,2017,11,14516771.549999999,0.07665772326561893,Slight or No change
129,FORTIS,EQ,2017-11-16,140.45,140.2,141.2,127.7,        130.70,130.65,132.99,14935560,1986314173.8,109974,6179760,41.38,2017,11,14368103.100000001,-0.06977572089711626,Slight or No change
130,FORTIS,EQ,2017-11-17,130.65,132.0,132.75,129.3,        129.60,129.95,130.47,6021937,785672847.75,49634,2698118,44.8,2017,11,6449938.3,-0.005357826253348796,Slight or No change
131,FORTIS,EQ,2017-11-20,129.95,130.0,133.7,129.3,        130.60,130.95,131.58,7229335,951217939.0,39506,4463514,61.74,2017,11,5173310.699999999,0.0076952674105426055,Slight or No change
132,FORTIS,EQ,2017-11-21,130.95,130.65,131.55,128.35,        128.90,129.0,129.91,4356672,565971756.0,26420,2037355,46.76,2017,11,3408180.0,-0.014891179839633395,Slight or No change
133,FORTIS,EQ,2017-11-22,129.0,128.0,128.1,123.4,        125.30,125.1,125.25,10046177,1258314369.65,73336,3854513,38.37,2017,11,9174333.6,-0.03023255813953496,Slight or No change
134,FORTIS,EQ,2017-11-23,125.1,125.5,133.0,124.55,        132.90,132.0,130.01,10752102,1397853012.1,56913,3645809,33.91,2017,11,7512516.0,0.05515587529976029,Slight or No change
135,FORTIS,EQ,2017-11-24,132.0,132.9,139.8,132.0,        138.55,138.75,136.25,9677659,1318622631.0,55816,4849256,50.11,2017,11,7744470.0,0.051136363636363535,Slight or No change
136,FORTIS,EQ,2017-11-27,138.75,138.55,145.0,137.3,        143.60,143.0,142.56,12452619,1775236125.65,59047,4568370,36.69,2017,11,8443721.0,0.03063063063063054,Slight or No change
137,FORTIS,EQ,2017-11-28,143.0,143.0,146.05,140.1,        140.80,141.15,143.39,6773155,971201067.35,28816,2259015,33.35,2017,11,4067378.4000000004,-0.012937062937062871,Slight or No change
138,FORTIS,EQ,2017-11-29,141.15,141.7,142.9,137.0,        137.35,138.6,140.46,3596612,505181682.85,21789,925192,25.72,2017,11,3019955.4,-0.01806588735387893,Slight or No change
139,FORTIS,EQ,2017-11-30,138.6,138.3,146.0,138.0,        145.45,144.85,143.3,14304454,2049867282.3,57999,7569704,52.92,2017,11,8401155.15,0.045093795093795075,Slight or No change
140,FORTIS,EQ,2017-12-01,144.85,146.0,149.9,142.5,        143.80,143.6,146.87,7518907,1104268357.45,62759,2596953,34.54,2017,12,9012192.4,-0.008629616845012067,Slight or No change
141,FORTIS,EQ,2017-12-04,143.6,144.0,150.8,141.0,        148.00,148.35,147.15,8592097,1264291300.6,55336,2949876,34.33,2017,12,8209095.6,0.033077994428969415,Slight or No change
142,FORTIS,EQ,2017-12-05,148.35,148.45,151.3,145.1,        149.80,150.0,147.68,4986710,736429915.45,39263,1315448,26.38,2017,12,5889450.0,0.011122345803842304,Slight or No change
143,FORTIS,EQ,2017-12-06,150.0,149.65,149.8,141.85,        143.80,144.75,146.89,4817211,707603316.25,32560,1234811,25.63,2017,12,4713060.0,-0.03500000000000003,Slight or No change
144,FORTIS,EQ,2017-12-07,144.75,140.3,147.25,139.7,        146.50,146.1,143.14,8140801,1165240537.25,46197,1420664,17.45,2017,12,6749381.7,0.00932642487046631,Slight or No change
145,FORTIS,EQ,2017-12-08,146.1,147.0,148.25,144.1,        146.40,146.85,146.2,3964882,579674254.95,26123,1131757,28.54,2017,12,3836162.55,0.005133470225872738,Slight or No change
146,FORTIS,EQ,2017-12-11,146.85,143.0,144.6,137.15,        138.85,138.7,141.29,7037780,994344368.9,43707,2463673,35.01,2017,12,6062160.899999999,-0.055498808307797076,Slight or No change
147,FORTIS,EQ,2017-12-12,138.7,137.05,139.75,126.5,        126.80,128.0,131.63,27814613,3661193395.6,125955,8449394,30.38,2017,12,16122240.0,-0.07714491708723858,Slight or No change
148,FORTIS,EQ,2017-12-13,128.0,130.5,132.8,129.25,        130.40,130.5,131.05,15572059,2040696651.6,50388,7835730,50.32,2017,12,6575634.0,0.01953125,Slight or No change
149,FORTIS,EQ,2017-12-14,130.5,130.7,137.0,127.7,        134.00,135.15,132.72,9324769,1237582622.35,39979,2238797,24.01,2017,12,5403161.850000001,0.03563218390804601,Slight or No change
150,FORTIS,EQ,2017-12-15,135.15,135.2,137.8,132.6,        136.85,135.65,135.75,9392108,1274995818.45,40849,4648870,49.5,2017,12,5541166.850000001,0.0036995930447649705,Slight or No change
151,FORTIS,EQ,2017-12-18,135.65,135.9,136.8,128.15,        133.65,133.65,133.72,4386534,586576629.8,26858,1576724,35.94,2017,12,3589571.7,-0.014743826022852957,Slight or No change
152,FORTIS,EQ,2017-12-19,133.65,134.7,137.15,133.8,        136.35,136.05,136.06,3462737,471132812.95,41403,1479257,42.72,2017,12,5632878.15,0.017957351290684764,Slight or No change
153,FORTIS,EQ,2017-12-20,136.05,136.7,142.0,133.45,        141.25,140.8,139.38,9253853,1289766217.6,37102,3851788,41.62,2017,12,5223961.600000001,0.03491363469312758,Slight or No change
154,FORTIS,EQ,2017-12-21,140.8,141.3,144.25,140.9,        143.45,142.55,142.81,3851597,550059506.75,23807,1297507,33.69,2017,12,3393687.85,0.012428977272727293,Slight or No change
155,FORTIS,EQ,2017-12-22,142.55,143.0,144.45,141.8,        142.40,142.45,143.21,5277265,755749863.1,22534,1983015,37.58,2017,12,3209968.3,-0.000701508242721971,Slight or No change
156,FORTIS,EQ,2017-12-26,142.45,143.75,152.5,143.5,        150.50,150.35,149.78,15894056,2380555601.25,57090,6423682,40.42,2017,12,8583481.5,0.05545805545805549,Slight or No change
157,FORTIS,EQ,2017-12-27,150.35,151.9,159.6,151.25,        159.00,158.1,155.86,12995380,2025395004.1,56844,3695796,28.44,2017,12,8987036.4,0.05154639175257736,Slight or No change
158,FORTIS,EQ,2017-12-28,158.1,160.2,167.9,155.85,        162.50,161.95,162.87,17624348,2870512847.9,76816,5226177,29.65,2017,12,12440351.2,0.024351676154332758,Slight or No change
159,FORTIS,EQ,2017-12-29,161.95,163.0,165.9,158.1,        160.60,160.45,162.6,6415419,1043143754.75,37508,1901479,29.64,2017,12,6018158.6,-0.009262117937635095,Slight or No change
160,FORTIS,EQ,2018-01-01,160.45,159.95,163.25,156.25,        156.55,157.4,160.37,2878195,461583375.7,14605,738159,25.65,2018,1,2298827.0,-0.01900903708320334,Slight or No change
161,FORTIS,EQ,2018-01-02,157.4,157.0,158.4,152.8,        155.55,154.75,155.24,5056467,784947295.5,24249,1590138,31.45,2018,1,3752532.75,-0.016836086404066086,Slight or No change
162,FORTIS,EQ,2018-01-03,154.75,155.55,170.9,155.35,        163.25,163.25,166.25,25657824,4265574396.65,109422,6265540,24.42,2018,1,17863141.5,0.0549273021001615,Slight or No change
163,FORTIS,EQ,2018-01-04,163.25,163.85,166.25,163.15,        163.25,164.05,164.6,6249153,1028615049.0,28281,1790448,28.65,2018,1,4639498.050000001,0.004900459418070602,Slight or No change
164,FORTIS,EQ,2018-01-05,164.05,165.8,171.25,162.25,        162.50,163.3,166.57,7027626,1170594878.95,34332,2293444,32.63,2018,1,5606415.600000001,-0.004571776897287383,Slight or No change
165,FORTIS,EQ,2018-01-08,163.3,164.8,167.8,155.1,        162.00,163.5,162.86,11714532,1907827324.8,54688,3397093,29.0,2018,1,8941488.0,0.0012247397428046813,Slight or No change
166,FORTIS,EQ,2018-01-09,163.5,164.35,167.0,160.8,        165.80,165.6,164.42,6968155,1145694132.4,26726,2290931,32.88,2018,1,4425825.6,0.012844036697247763,Slight or No change
167,FORTIS,EQ,2018-01-10,165.6,165.4,166.45,161.25,        163.40,162.45,163.65,4997597,817834252.8,19629,1368654,27.39,2018,1,3188731.05,-0.01902173913043481,Slight or No change
168,FORTIS,EQ,2018-01-11,162.45,159.8,161.0,144.9,        149.00,148.9,151.6,25500697,3865882733.35,109837,7968459,31.25,2018,1,16354729.3,-0.08341028008618023,Slight or No change
169,FORTIS,EQ,2018-01-12,148.9,149.95,152.45,143.55,        144.25,144.65,147.32,11663572,1718256047.65,62710,3687024,31.61,2018,1,9071001.5,-0.028542646071188726,Slight or No change
170,FORTIS,EQ,2018-01-15,144.65,146.55,148.7,144.2,        146.15,146.25,146.67,5290321,775937696.75,27242,1968991,37.22,2018,1,3984142.5,0.011061182163843775,Slight or No change
171,FORTIS,EQ,2018-01-16,146.25,146.55,148.2,139.0,        139.75,140.3,141.42,8562156,1210856958.3,42728,3329229,38.88,2018,1,5994738.4,-0.04068376068376056,Slight or No change
172,FORTIS,EQ,2018-01-17,140.3,141.8,146.25,139.35,        143.90,144.05,143.92,11180626,1609073263.95,37985,5288229,47.3,2018,1,5471739.25,0.026728439059158893,Slight or No change
173,FORTIS,EQ,2018-01-18,144.05,145.8,148.35,139.4,        145.50,144.1,145.59,10480554,1525913067.45,43764,5182516,49.45,2018,1,6306392.399999999,0.0003471017007983246,Slight or No change
174,FORTIS,EQ,2018-01-19,144.1,146.25,147.65,144.15,        145.30,145.45,145.57,3609020,525370137.5,18227,1346279,37.3,2018,1,2651117.15,0.00936849410131857,Slight or No change
175,FORTIS,EQ,2018-01-22,145.45,145.1,148.5,145.1,        146.85,147.2,147.56,5273735,778200380.45,18790,2089731,39.63,2018,1,2765888.0,0.0120316259883122,Slight or No change
176,FORTIS,EQ,2018-01-23,147.2,147.8,151.95,146.1,        151.00,150.5,148.58,7706210,1145010117.1,23320,4032952,52.33,2018,1,3509660.0,0.022418478260869623,Slight or No change
177,FORTIS,EQ,2018-01-24,150.5,151.4,156.0,149.8,        153.45,153.85,153.37,12708073,1949087520.05,44073,6389980,50.28,2018,1,6780631.05,0.022259136212624542,Slight or No change
178,FORTIS,EQ,2018-01-25,153.85,153.4,158.5,153.0,        157.75,157.3,156.62,7498516,1174391048.85,29643,2996341,39.96,2018,1,4662843.9,0.022424439389015394,Slight or No change
179,FORTIS,EQ,2018-01-29,157.3,160.0,160.05,146.1,        147.90,147.5,150.68,8976189,1352552018.8,47336,2938098,32.73,2018,1,6982060.0,-0.062301335028607796,Slight or No change
180,FORTIS,EQ,2018-01-30,147.5,147.6,149.9,146.0,        147.00,146.9,147.8,3428882,506794167.05,16029,1386555,40.44,2018,1,2354660.1,-0.004067796610169427,Slight or No change
181,FORTIS,EQ,2018-01-31,146.9,147.1,147.5,135.15,        136.50,139.05,141.01,18945343,2671531143.15,65401,7093492,37.44,2018,1,9094009.05,-0.053437712729748066,Slight or No change
182,FORTIS,EQ,2018-02-01,139.05,136.5,137.0,125.15,        133.30,132.6,130.15,32923073,4284906357.8,156914,11359499,34.5,2018,2,20806796.4,-0.04638619201726013,Slight or No change
